storage_code,dna_extraction,storage_location,unique_ID,bombus_species,leg_or_swab,sex,floral_host,latitude_utm,longitude_utm,elevation,state,county,date_collected,temperature,wind_speed,cloud_cover,site_name,collector,notes,
I14 leg,yes,"box 5, -80 freezer B, UMN Bee Research Facility ",srd-troutbrook-15jun21-impatiens-01-leg,impatiens,leg,female,lythrum salicaria,44.977897,-93.09124,,minnesota,ramsey,15-06-21,75,6,10,troutbrook,srd,,
,,box 3,srd-dodge-15jun21-fervidus-01-swab,fervidus,swab,female,rhus typhina,44.88702,-93.11532,,minnesota,dakota,15-06-21,79,7,5,dodge nature center,srd,,
,,box 3,srd-dodge-15jun21-fervidus-01-leg,fervidus,leg,female,rhus typhina,44.88402,-93.11632,,minnesota,dakota,15-06-21,79,7,5,dodge nature center,srd,,
A01 swab,"yes, not successful, S28",box 4,mlb-mccarthy-17jun21-affinis-01-swab,affinis,swab,female,vicia americana,44.265884,-91.95575,,minnesota,wabasha,17-06-21,76,9,100,mccarthy lake ,mlb,,
A01 leg,,"Logan Lab, USDA, Utah",mlb-mccarthy-17jun21-affinis-01-leg,affinis,leg,female,vicia americana,44.264884,-91.95875,,minnesota,wabasha,17-06-21,76,9,100,mccarthy lake ,mlb,,
,,,srd-mccarthy-17jun21-impatiens-01-swab,impatiens,swab,female,vicia americana,44.266884,-91.95675,,minnesota,wabasha,17-06-21,76,9,100,mccarthy lake ,srd,,
I13 leg,yes,"box 5, -80 freezer B, UMN Bee Research Facility ",srd-mccarthy-17jun21-impatiens-01-leg,impatiens,leg,female,vicia americana,44.268884,-91.95575,,minnesota,wabasha,17-06-21,76,9,100,mccarthy lake ,srd,,
,,,srd-mccarthy-17jun21-impatiens-02-swab,impatiens,swab,female,vicia americana,44.265884,-91.95875,,minnesota,wabasha,17-06-21,76,9,100,mccarthy lake ,srd,,
I12 leg,yes,"box 5, -80 freezer B, UMN Bee Research Facility ",srd-mccarthy-17jun21-impatiens-02-leg,impatiens,leg,female,vicia americana,44.266884,-91.95675,,minnesota,wabasha,17-06-21,76,9,100,mccarthy lake ,srd,,
,,,srd-mosquitocreek-21jun21-fervidus-01-swab,fervidus,swab,female,,47.42885,-95.419228,,minnesota,clearwater,21-06-21,57,15,90,mosquito creek ,srd,,
,,,srd-mosquitocreek-21jun21-fervidus-01-leg,fervidus,leg,female,,47.43085,-95.418228,,minnesota,clearwater,21-06-21,57,15,90,mosquito creek ,srd,,
I11 leg,yes,"box 5, -80 freezer B, UMN Bee Research Facility ",srd-chesterwoodsseed-17jun21-impatiens-01-leg,impatiens,leg,female,,43.996125,-92.335476,,minnesota,olmsted,17-06-21,90,10,95,chester woods seed production,srd,"extra small leg sample, couldn't see in solution",
,,,srd-chesterwoodsseed-17jun21-impatiens-01-swab,impatiens,swab,female,,43.995125,-92.334476,,minnesota,olmsted,17-06-21,90,10,95,chester woods seed production,srd,,
,,,srd-oldredlake-22jun21-fervidus-01-leg,fervidus,leg,female,,47.623837,-95.32177,,minnesota,clearwater,22-06-21,70,12,5,old red lake trail ,srd,,
,,,srd-oldredlake-22jun21-fervidus-01-swab,fervidus,swab,female,,47.623837,-95.32577,,minnesota,clearwater,22-06-21,70,12,5,old red lake trail ,srd,,
,,,srd-shetek-24jun21-impatiens-01-swab,impatiens,swab,female,asclepias syriaca,44.100665,-95.684726,,minnesota,murray,24-06-21,79,10,95,lake shetek state park,srd,,
I17 leg,yes,"box 5, -80 freezer B, UMN Bee Research Facility ",srd-shetek-24jun21-impatiens-01-leg,impatiens,leg,female,asclepias syriaca,44.104665,-95.685726,,minnesota,murray,24-06-21,79,10,95,lake shetek state park,srd,,
,,,srd-shetek-24jun21-impatiens-02-swab,impatiens,swab,female,asclepias syriaca,44.104665,-95.683726,,minnesota,murray,24-06-21,79,10,95,lake shetek state park,srd,,
I16 leg,yes,"box 5, -80 freezer B, UMN Bee Research Facility ",srd-shetek-24jun21-impatiens-02-leg,impatiens,leg,female,asclepias syriaca,44.103665,-95.685726,,minnesota,murray,24-06-21,79,10,95,lake shetek state park,srd,,
,,,srd-shetek-24jun21-impatiens-03-swab,impatiens,swab,female,asclepias syriaca,44.104665,-95.684726,,minnesota,murray,24-06-21,79,10,95,lake shetek state park,srd,,
I8 leg,yes,"box 5, -80 freezer B, UMN Bee Research Facility ",srd-shetek-24jun21-impatiens-03-leg,impatiens,leg,female,asclepias syriaca,44.100665,-95.684726,,minnesota,murray,24-06-21,79,10,95,lake shetek state park,srd,,
,,,srd-shetek-24jun21-impatiens-04-swab,impatiens,swab,female,asclepias syriaca,44.101665,-95.681726,,minnesota,murray,24-06-21,79,10,95,lake shetek state park,srd,,
I9 leg,yes,"box 5, -80 freezer B, UMN Bee Research Facility ",srd-shetek-24jun21-impatiens-04-leg,impatiens,leg,female,asclepias syriaca,44.100665,-95.685726,,minnesota,murray,24-06-21,79,10,95,lake shetek state park,srd,,
,,,srd-afton-25jun21-impatiens-01-swab,impatiens,swab,female,securigera varia,44.856883,-92.770761,,minnesota,washington,25-06-21,84,8,15,afton state park,srd,,
I15 leg,yes,"box 5, -80 freezer B, UMN Bee Research Facility ",srd-afton-25jun21-impatiens-01-leg,impatiens,leg,female,securigera varia,44.856883,-92.773761,,minnesota,washington,25-06-21,84,8,15,afton state park,srd,,
,,,srd-oavee-25jun21-fervidus-01-leg,fervidus,leg,female,dalea purpurea,44.13489,-94.131078,,minnesota,blue earth,25-06-21,75,12,80,oavee,srd,"woke up early, swabbed for 5 seconds",
,,,srd-oavee-25jun21-fervidus-01-swab,fervidus,swab,female,dalea purpurea,44.13389,-94.130078,,minnesota,blue earth,25-06-21,75,12,80,oavee,srd,,
,,,srd-oavee-25jun21-fervidus-02-leg,fervidus,leg,female,dalea purpurea,44.13689,-94.132078,,minnesota,blue earth,25-06-21,75,12,80,oavee,srd,,
,,,srd-oavee-25jun21-fervidus-02-swab,fervidus,swab,female,dalea purpurea,44.13289,-94.132078,,minnesota,blue earth,25-06-21,75,12,80,oavee,srd,,
,,,srd-oavee-25jun21-fervidus-03-leg,fervidus,leg,female,dalea purpurea,44.13589,-94.130078,,minnesota,blue earth,25-06-21,75,12,80,oavee,srd,,
,,,srd-oavee-25jun21-fervidus-03-swab,fervidus,swab,female,dalea purpurea,44.13289,-94.130078,,minnesota,blue earth,25-06-21,75,12,80,oavee,srd,,
,,,srd-oavee-25jun21-fervidus-04-leg,fervidus,leg,female,dalea purpurea,44.13689,-94.134078,,minnesota,blue earth,25-06-21,75,12,80,oavee,srd,,
,,,srd-oavee-25jun21-fervidus-04-swab,fervidus,swab,female,dalea purpurea,44.13289,-94.134078,,minnesota,blue earth,25-06-21,75,12,80,oavee,srd,,
A2 leg,,"Logan Lab, USDA, Utah",mlb-ameslake-26jun21-affinis-01-leg,affinis,leg,female,thalictrum,0.002,0.003,,minnesota,ramsey,25-06-21,75,7,100,ames lake,mlb,,
A2 swab,"yes, not successful, S28",box 4,mlb-ameslake-26jun21-affinis-01-swab,affinis,swab,female,thalictrum,0.002,0.002,,minnesota,ramsey,25-06-21,75,7,100,ames lake,mlb,,
,,,mlb-ameslake-26jun21-fervidus-01-leg,fervidus,leg,female,baptisia alba,0.004,0.003,,minnesota,ramsey,25-06-21,75,7,100,ames lake,mlb,,
,,,mlb-ameslake-26jun21-fervidus-01-swab,fervidus,swab,female,baptisia alba,0.001,0.002,,minnesota,ramsey,25-06-21,75,7,100,ames lake,mlb,,
,,,mlb-ameslake-26jun21-fervidus-02-leg,fervidus,leg,female,lotus corniculatus,0.001,0.004,,minnesota,ramsey,25-06-21,75,7,100,ames lake,mlb,,
,,,mlb-ameslake-26jun21-fervidus-02-swab,fervidus,swab,female,lotus corniculatus,0.005,0.004,,minnesota,ramsey,25-06-21,75,7,100,ames lake,mlb,,
I10 leg,yes,"box 5, -80 freezer B, UMN Bee Research Facility ",mlb-ameslake-26jun21-impatiens-01-leg,impatiens,leg,female,thalictrum,0.001,0.004,,minnesota,ramsey,25-06-21,75,7,100,ames lake,mlb,,
,,,mlb-ameslake-26jun21-impatiens-01-swab,impatiens,swab,female,thalictrum,0.001,0.002,,minnesota,ramsey,25-06-21,75,7,100,ames lake,mlb,,
,,,emk-site21-16jun21-fervidus-01-swab,fervidus,swab,female,vicia villosa,0.003,0.002,,minnesota,washington,16-06-21,81,1,1,site 21,emk,,
,,,rek-site21-17jun21-fervidus-01-swab,fervidus,swab,female,vicia villosa,0.003,0.004,,minnesota,washington,17-06-21,84,4,90,site 21,rek,,
,,,mlb-lonelake-28jun21-fervidus-01-swab,fervidus,swab,female,vicia americana,44.904004,-93.425906,,minnesota,hennepin,28-06-21,80,8,10,lone lake park-rain garden,mlb,,
,,,mlb-lonelake-28jun21-fervidus-01-leg,fervidus,leg,female,vicia americana,44.901004,-93.425906,,minnesota,hennepin,28-06-21,80,8,10,lone lake park-rain garden,mlb,,
,,,mlb-lonelake-28jun21-fervidus-02-swab,fervidus,swab,female,trifolium pratense,44.902004,-93.427906,,minnesota,hennepin,28-06-21,80,8,10,lone lake park-rain garden,mlb,,
,,,mlb-lonelake-28jun21-fervidus-02-leg,fervidus,leg,female,trifolium pratense,44.901004,-93.424906,,minnesota,hennepin,28-06-21,80,8,10,lone lake park-rain garden,mlb,,
,,,mlb-lonelake-28jun21-fervidus-03-swab,fervidus,swab,female,trifolium pratense,44.901004,-93.425906,,minnesota,hennepin,28-06-21,80,8,10,lone lake park-rain garden,mlb,,
,,,mlb-lonelake-28jun21-fervidus-03-leg,fervidus,leg,female,trifolium pratense,44.901004,-93.427906,,minnesota,hennepin,28-06-21,80,8,10,lone lake park-rain garden,mlb,,
,,,mlb-lonelake-28jun21-fervidus-04-swab,fervidus,swab,female,trifolium pratense,44.902004,-93.427906,,minnesota,hennepin,28-06-21,80,8,10,lone lake park-rain garden,mlb,,
,,,mlb-lonelake-28jun21-fervidus-04-leg,fervidus,leg,female,trifolium pratense,44.903004,-93.423906,,minnesota,hennepin,28-06-21,80,8,10,lone lake park-rain garden,mlb,,
I18 leg,yes,"box 5, -80 freezer B, UMN Bee Research Facility ",mlb-chosenvalley-29jun21-impatiens-01-leg,impatiens,leg,female,lotus corniculatus,43.836567,-92.307656,,minnesota,filmore,29-06-21,79,6,40,chosen valley,mlb,,
,,,mlb-chosenvalley-29jun21-impatiens-01-swab,impatiens,swab,female,lotus corniculatus,43.836567,-92.308656,,minnesota,filmore,29-06-21,79,6,40,chosen valley,mlb,,
I24 leg,yes,"box 5, -80 freezer B, UMN Bee Research Facility ",mlb-mccarthy-30jun21-impatiens-01-leg,impatiens,leg,female,vicia americana,44.266884,-91.95575,,minnesota,wabasha,30-06-21,77,0,0,mccarthy lake ,mlb,,
,,,mlb-mccarthey-30jun21-impatiens-01-swab,impatiens,swab,female,vicia americana,44.267884,-91.95475,,minnesota,wabasha,30-06-21,77,0,0,mccarthy lake ,mlb,,
,,,mlb-ameslake-30jun21-impatiens-01-swab,impatiens,swab,female,monarda fistulosa,0.002,0.005,,minnesota,ramsey,30-06-21,86,3,30,ames lake,mlb,,
I19 leg,yes,"box 5, -80 freezer B, UMN Bee Research Facility ",mlb-ameslake-30jun21-impatiens-01-leg,impatiens,leg,female,monarda fistulosa,0.002,0.004,,minnesota,ramsey,30-06-21,86,3,30,ames lake,mlb,,
,,,mlb-ameslake-30jun21-fervidus-01-leg,fervidus,leg,female,vicia cracca,0.001,0.003,,minnesota,ramsey,30-06-21,86,3,30,ames lake,mlb,,
,,,mlb-ameslake-30jun21-fervidus-01-swab,fervidus,swab,female,vicia cracca,0.005,0.002,,minnesota,ramsey,30-06-21,86,3,30,ames lake,mlb,,
,,,rek-site21-01jul21-fervidus-01-swab,fervidus,swab,female,lotus corniculatus,0.004,0.001,,minnesota,washington,1/7/21,75,2,35,site 21,rek,,
,,,srd-kroschel-02jul21-fervidus-01-leg,fervidus,leg,female,trifolium pratense,46.096365,-93.147673,,minnesota,kanabec,2/7/21,81,3,5,kroschel ,srd,,
,,,srd-kroschel-02jul21-fervidus-01-swab,fervidus,swab,female,trifolium pratense,46.097365,-93.148673,,minnesota,kanabec,2/7/21,81,3,5,kroschel ,srd,,
I20 leg,yes,"box 5, -80 freezer B, UMN Bee Research Facility ",mlb-nova-04jul21-impatiens-01-leg,impatiens,leg,female,sorbaria sorbifolia,0.001,0.005,,minnesota,ramsey,4/7/21,94,15,5,nova,mlb,,
,,,mlb-nova-04jul21-impatiens-01-swab,impatiens,swab,female,sorbaria sorbifolia,0.004,0.004,,minnesota,ramsey,4/7/21,94,15,5,nova,mlb,,
I21 leg,yes,"box 5, -80 freezer B, UMN Bee Research Facility ",mlb-nova-04jul21-impatiens-02-leg,impatiens,leg,female,sorbaria sorbifolia,0.004,0.004,,minnesota,ramsey,4/7/21,94,15,5,nova,mlb,,
,,,mlb-nova-04jul21-impatiens-02-swab,impatiens,swab,female,sorbaria sorbifolia,0.003,0.002,,minnesota,ramsey,4/7/21,94,15,5,nova,mlb,,
I22 leg,yes,"box 5, -80 freezer B, UMN Bee Research Facility ",mlb-nova-04jul21-impatiens-03-leg,impatiens,leg,female,sorbaria sorbifolia,0.004,0.005,,minnesota,ramsey,4/7/21,94,15,5,nova,mlb,,1`
,,,mlb-nova-04jul21-impatiens-03-swab,impatiens,swab,female,sorbaria sorbifolia,0.001,0.004,,minnesota,ramsey,4/7/21,94,15,5,nova,mlb,,
I23 leg,yes,"box 5, -80 freezer B, UMN Bee Research Facility ",mlb-nova-04jul21-impatiens-04-leg,impatiens,leg,female,sorbaria sorbifolia,0.004,0.004,,minnesota,ramsey,4/7/21,94,15,5,nova,mlb,,
,,,mlb-nova-04jul21-impatiens-04-swab,impatiens,swab,female,sorbaria sorbifolia,0.005,0.003,,minnesota,ramsey,4/7/21,94,15,5,nova,mlb,,
A9 leg,,"Logan Lab, USDA, Utah",mlb-nova-04jul21-affinis-01-leg,affinis,leg,female,sorbaria sorbifolia,0.004,0.005,,minnesota,ramsey,4/7/21,94,15,5,nova,mlb,,
A7 swab,"yes, not successful, S28",box 4,mlb-nova-04jul21-affinis-01-swab,affinis,swab,female,sorbaria sorbifolia,0.001,0.005,,minnesota,ramsey,4/7/21,94,15,5,nova,mlb,,
A6 leg,,"Logan Lab, USDA, Utah",mlb-nova-04jul21-affinis-02-leg,affinis,leg,female,sorbaria sorbifolia,0.003,0.004,,minnesota,ramsey,4/7/21,94,15,5,nova,mlb,,
A6 swab,"yes, successful, S28",box 4,mlb-nova-04jul21-affinis-02-swab,affinis,swab,female,sorbaria sorbifolia,0.003,0.004,,minnesota,ramsey,4/7/21,94,15,5,nova,mlb,,
A4 leg,,"Logan Lab, USDA, Utah",mlb-nova-04jul21-affinis-03-leg,affinis,leg,female,sorbaria sorbifolia,0.004,0.002,,minnesota,ramsey,4/7/21,94,15,5,nova,mlb,,
A5 swab,"yes, not successful, S28",box 4,mlb-nova-04jul21-affinis-03-swab,affinis,swab,female,sorbaria sorbifolia,0.002,0.003,,minnesota,ramsey,4/7/21,94,15,5,nova,mlb,,
A3 leg,,"Logan Lab, USDA, Utah",mlb-nova-04jul21-affinis-04-leg,affinis,leg,female,sorbaria sorbifolia,0.003,0.001,,minnesota,ramsey,4/7/21,94,15,5,nova,mlb,,
A4 swab,"yes, not successful, S28",box 4,mlb-nova-04jul21-affinis-04-swab,affinis,swab,female,sorbaria sorbifolia,0.003,0.001,,minnesota,ramsey,4/7/21,94,15,5,nova,mlb,,
A5 leg,,"Logan Lab, USDA, Utah",mlb-nova-04jul21-affinis-05-leg,affinis,leg,female,sorbaria sorbifolia,0.003,0.002,,minnesota,ramsey,4/7/21,94,15,5,nova,mlb,,
A8 swab,"yes, not successful, S28",box 4,mlb-nova-04jul21-affinis-05-swab,affinis,swab,female,sorbaria sorbifolia,0.003,0.002,,minnesota,ramsey,4/7/21,94,15,5,nova,mlb,,
A3 swab,"yes, not successful, S28",box 4,mlb-nova-04jul21-affinis-06-swab,affinis,swab,female,sorbaria sorbifolia,0.005,0.002,,minnesota,ramsey,4/7/21,94,15,5,nova,mlb,"no tarsal clip,only swab",
A10 swab,"yes, not successful, S28",box 4,mlb-nova-04jul21-affinis-07-swab,affinis,swab,female,sorbaria sorbifolia,0.001,0.003,,minnesota,ramsey,4/7/21,94,15,5,nova,mlb,,
A8 leg,,"Logan Lab, USDA, Utah",mlb-nova-04jul21-affinis-07-leg,affinis,leg,female,sorbaria sorbifolia,0.003,0.005,,minnesota,ramsey,4/7/21,94,15,5,nova,mlb,,
A9 swab,"yes, not successful, S28",box 4,mlb-nova-04jul21-affinis-08-swab,affinis,swab,female,sorbaria sorbifolia,0.001,0.004,,minnesota,ramsey,4/7/21,94,15,5,nova,mlb,,
A7 leg,,"Logan Lab, USDA, Utah",mlb-nova-04jul21-affinis-08-leg,affinis,leg,female,sorbaria sorbifolia,0.002,0.003,,minnesota,ramsey,4/7/21,94,15,5,nova,mlb,,
I25 leg,yes,"box 5, -80 freezer B, UMN Bee Research Facility ",mlb-oakleaf-05jul21-impatiens-01-leg,impatiens,leg,female,monarda fistulosa,44.314397,-94.012198,,minnesota,nicollet,5/7/21,89,13,5,oakleaf lake,mlb,,
,,,mlb-oakleaf-05jul21-impatiens-01-swab,impatiens,swab,female,monarda fistulosa,44.314397,-94.014198,,minnesota,nicollet,5/7/21,89,13,5,oakleaf lake,mlb,,
I26 leg,yes,"box 5, -80 freezer B, UMN Bee Research Facility ",mlb-tiedemann-05jul21-impatiens-01-leg,impatiens,leg,female,melilotus albus,44.313288,-92.595099,,minnesota,goodhue,5/7/21,86,7,5,tiedemann ,mlb,,
,,,mlb-tiedemann-05jul21-impatiens-01-swab,impatiens,swab,female,melilotus albus,44.315288,-92.594099,,minnesota,goodhue,5/7/21,86,7,5,tiedemann ,mlb,,
,,,srd-rush-07jul21-fervidus-01-leg,fervidus,leg,female,dalea purpurea,47.356049,-95.87918,,minnesota,mahnomen,7/7/21,64,6,95,rush ,srd,,
,,,srd-rush-07jul21-fervidus-01-swab,fervidus,swab,female,dalea purpurea,47.357049,-95.87818,,minnesota,mahnomen,7/7/21,64,6,95,rush ,srd,,
,,,srd-mosquitocreek-07jul21-fervidus-01-leg,fervidus,leg,female,trifolium pratense,47.43085,-95.419228,,minnesota,clearwater,7/7/21,64,5,95,mosquito creek ,srd,,
,,,srd-mosquitocreek-07jul21-fervidus-01-swab,fervidus,swab,female,trifolium pratense,47.43185,-95.419228,,minnesota,clearwater,7/7/21,64,5,95,mosquito creek ,srd,,
,,,srd-mosquitocreek-07jul21-fervidus-02-leg,fervidus,leg,female,trifolium pratense,47.43085,-95.420228,,minnesota,clearwater,7/7/21,64,5,95,mosquito creek ,srd,,
,,,srd-mosquitocreek-07jul21-fervidus-02-swab,fervidus,swab,female,trifolium pratense,47.43185,-95.418228,,minnesota,clearwater,7/7/21,64,5,95,mosquito creek ,srd,,
,,,srd-oldredlake-08jul21-fervidus-01-leg,fervidus,leg,female,centaurea stoebe,47.627837,-95.32377,,minnesota,clearwater,8/7/21,66,8,40,old red lake trail ,srd,,
,,,srd-oldredlake-08jul21-fervidus-01-swab,fervidus,swab,female,centaurea stoebe,47.627837,-95.32377,,minnesota,clearwater,8/7/21,66,8,40,old red lake trail ,srd,,
I27 leg,yes,"box 5, -80 freezer B, UMN Bee Research Facility ",srd-rutledge-09jul21-impatiens-01-leg,impatiens,leg,female,trifolium pratense,46.252318,-92.807646,,minnesota,pine,9/7/21,81,3,0,rutledge,srd,,
,,,srd-rutledge-09jul21-impatiens-01-swab,impatiens,swab,female,trifolium pratense,46.250318,-92.804646,,minnesota,pine,9/7/21,81,3,0,rutledge,srd,,
I29 leg,yes,"box 5, -80 freezer B, UMN Bee Research Facility ",mlb-lonelake-12jul21-impatiens-01-leg,impatiens,leg,female,monarda fistulosa,44.903004,-93.425906,,minnesota,hennepin,12/7/21,76,8,0,lone lake park-9 mile creek,mlb,,
,,,mlb-lonelake-12jul21-impatiens-01-swab,impatiens,swab,female,monarda fistulosa,44.901004,-93.424906,,minnesota,hennepin,12/7/21,76,8,0,lone lake park-9 mile creek,mlb,,
I30 leg,yes,"box 5, -80 freezer B, UMN Bee Research Facility ",mlb-lonelake-12jul21-impatiens-03-leg,impatiens,leg,female,lotus corniculatus,44.902004,-93.426906,,minnesota,hennepin,12/7/21,68,6,0,lone lake park-rain garden,mlb,,
,,,mlb-lonelake-12jul21-impatiens-01-swab,impatiens,swab,female,lotus corniculatus,44.903004,-93.424906,,minnesota,hennepin,12/7/21,68,6,0,lone lake park-rain garden,mlb,,
I28 leg,yes,"box 5, -80 freezer B, UMN Bee Research Facility ",mlb-lonelake-12jul21-impatiens-02-leg,impatiens,leg,female,trifolium repens,44.905004,-93.425906,,minnesota,hennepin,12/7/21,68,6,0,lone lake park-rain garden,mlb,,
,,,mlb-lonelake-12jul21-impatiens-02-swab,impatiens,swab,female,trifolium repens,44.902004,-93.426906,,minnesota,hennepin,12/7/21,68,6,0,lone lake park-rain garden,mlb,,
,,"Logan Lab, USDA, Utah",mlb-lonelake-12jul21-affinis-01-leg,affinis,leg,female,lotus corniculatus,44.903004,-93.426906,,minnesota,hennepin,12/7/21,68,6,0,lone lake park-rain garden,mlb,,
,,,mlb-lonelake-12jul21-affinis-01-swab,affinis,swab,female,lotus corniculatus,44.902004,-93.423906,,minnesota,hennepin,12/7/21,68,6,0,lone lake park-rain garden,mlb,,
,,"Logan Lab, USDA, Utah",mlb-lonelake-12jul21-affinis-02-leg,affinis,leg,female,monarda fistulosa,44.904004,-93.424906,,minnesota,hennepin,12/7/21,68,6,0,lone lake park-rain garden,mlb,,
,,,mlb-lonelake-12jul21-affinis-02-swab,affinis,swab,female,monarda fistulosa,44.902004,-93.423906,,minnesota,hennepin,12/7/21,68,6,0,lone lake park-rain garden,mlb,,
,,,mlb-lonelake-12jul21-fervidus-01-leg,fervidus,leg,female,monarda fistulosa,44.904004,-93.424906,,minnesota,hennepin,12/7/21,68,6,0,lone lake park-rain garden,mlb,,
,,,mlb-lonelake-12jul21-fervidus-01-swab,fervidus,swab,female,monarda fistulosa,44.904004,-93.426906,,minnesota,hennepin,12/7/21,68,6,0,lone lake park-rain garden,mlb,,
,,,mlb-lonelake-12jul21-fervidus-02-leg,fervidus,leg,female,monarda fistulosa,44.904004,-93.423906,,minnesota,hennepin,12/7/21,68,6,0,lone lake park-rain garden,mlb,,
,,,mlb-lonelake-12jul21-fervidus-02-swab,fervidus,swab,female,monarda fistulosa,44.901004,-93.425906,,minnesota,hennepin,12/7/21,68,6,0,lone lake park-rain garden,mlb,,
,,,mlb-lonelake-12jul21-fervidus-03-leg,fervidus,leg,female,lotus corniculatus,44.903004,-93.425906,,minnesota,hennepin,12/7/21,68,6,0,lone lake park-rain garden,mlb,,
,,,mlb-lonelake-12jul21-fervidus-03-swab,fervidus,swab,female,lotus corniculatus,44.904004,-93.425906,,minnesota,hennepin,12/7/21,68,6,0,lone lake park-rain garden,mlb,,
,,,mlb-meadowlark-13jul21-fervidus-01-swab,fervidus,swab,female,trifolium repens,43.983347,-95.084931,,minnesota,,13-07-21,81,5,50,meadowlark,mlb,no leg sample,
I37 leg,yes,"box 5, -80 freezer B, UMN Bee Research Facility ",mlb-littleswan-13jul21-impatiens-01-leg,impatiens,leg,female,monarda fistulosa,43.984347,-95.087931,,minnesota,,13-07-21,84,8,80,little swan,mlb,,
,,,mlb-littleswan-13jul21-impatiens-01-swab,impatiens,swab,female,monarda fistulosa,43.986347,-95.085931,,minnesota,,13-07-21,84,8,80,little swan,mlb,,
I38 leg,yes,"box 5, -80 freezer B, UMN Bee Research Facility ",mlb-littleswan-13jul21-impatiens-02-leg,impatiens,leg,female,monarda fistulosa,43.983347,-95.088931,,minnesota,,13-07-21,84,8,80,little swan,mlb,,
,,,mlb-littleswan-13jul21-impatiens-02-swab,impatiens,swab,female,monarda fistulosa,43.986347,-95.084931,,minnesota,,13-07-21,84,8,80,little swan,mlb,,
I36 leg,yes,"box 5, -80 freezer B, UMN Bee Research Facility ",mlb-littleswan-13jul21-impatiens-03-leg,impatiens,leg,female,monarda fistulosa,43.986347,-95.084931,,minnesota,,13-07-21,84,8,80,little swan,mlb,,
,,,mlb-littleswan-13jul21-impatiens-03-swab,impatiens,swab,female,monarda fistulosa,43.987347,-95.086931,,minnesota,,13-07-21,84,8,80,little swan,mlb,,
I32 leg,yes,"box 5, -80 freezer B, UMN Bee Research Facility ",mlb-lakeshetek-13jul21-impatiens-01-leg,impatiens,leg,female,amorpha canescens,44.104665,-95.682726,,minnesota,murray,13-07-21,79,7,5,lake shetek state park,mlb,,
,,,mlb-lakeshetek-13jul21-impatiens-01-swab,impatiens,swab,female,amorpha canescens,44.104665,-95.681726,,minnesota,murray,13-07-21,79,7,5,lake shetek state park,mlb,,
I31 leg,yes,"box 5, -80 freezer B, UMN Bee Research Facility ",mlb-lakeshetek-13jul21-impatiens-02-leg,impatiens,leg,female,amorpha canescens,44.100665,-95.682726,,minnesota,murray,13-07-21,79,7,5,lake shetek state park,mlb,,
,,,mlb-lakeshetek-13jul21-impatiens-02-swab,impatiens,swab,female,amorpha canescens,44.100665,-95.685726,,minnesota,murray,13-07-21,79,7,5,lake shetek state park,mlb,,
